"InputText","TaskName","TaskType","Difficulty","HasDeadline","Urgency","TimeExpression","DeadlineType"
"ôn Triết sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"on Cd sở dữ liệu sưdng sưdng thoi","Nhắc nhở","NhacNho","2","0","low","","none"
"ngồi cày lại Toán mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"chuẩn bị final chill 😵‍💫","Thi cuối kỳ","ThiCuoiKy","4","1","high","cuối tuần","relative"
"gấp sách lại và đi ngủ mai xem típ z","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"thằng nào có đề test năm ngoái share tao với","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"hôm nay trg có ca nhạc j sập xình quá","Nhắc nhở","NhacNho","3","1","high","hôm nay","relative"
"thi cuối kỳ toán x100 💀","Thi cuối kỳ","ThiCuoiKy","5","1","high","thứ 2","weekday"
"Deadline đồ án Thiết kế web đã gần, mình cần hoàn thiện phần demo.","Làm project","BaiTap","4","1","high","","submission"
"Mình phải nộp bài tập lớn Kỹ thuật phần mềm trong tuần này, ai rảnh review giúp mình không?","Bài tập","BaiTap","3","1","high","","submission"
"Mình cần help với bài coding, deadline là 2 ngày nữa","Nhắc nhở","NhacNho","3","0","low","","none"
"chú ý lịch học bù Toán tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"hôm nay ôn tập Hóa nhé mọi người zz","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"ai làm xong assignment Lý chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"Mình chưa xong bài tập Xác suất thống kê, tối nay phải làm dứt điểm.","Bài tập","BaiTap","3","1","high","tối nay","relative"
"Mình cần nộp báo cáo môn Vật lý thí nghiệm trước hạn, hiện đang hoàn thiện số liệu.","Nhắc nhở","NhacNho","3","0","low","","none"
"cho t xin in4 bạn nữ áo hồng ban nãy","Nhắc nhở","NhacNho","3","0","low","","none"
"on tap sml tu sang toi gio chua an j","Nhắc nhở","NhacNho","3","0","low","","none"
"pop quiz Toán dễ ăn điểm lắm zz","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"chuẩn bị final x100 📝","Thi cuối kỳ","ThiCuoiKy","4","1","high","mai","relative"
"bài tập Toán về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"mn ơi ai có đề cương ktck mon cnpm không share mình với","Ôn đề cương","OnTap","3","0","low","cn","weekday"
"m thi qua môn là được","Thi","ThiCuoiKy","4","1","high","tháng sau","relative"
"móa nó ktra 1 tiết mà cho mẹ 4 câu tự luận siêu khó","Kiểm tra 1 tiết mà cho mẹ 4 câu tự luận siêu khó","KiemTraThuongXuyen","3","1","high","","submission"
"bao cao Hoa lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"tao ktra miệng hóa lụm 📚","Kiểm tra","KiemTraThuongXuyen","3","1","high","mai","relative"
"Mình cần ôn gấp cho bài thi giữa kỳ Giải tích 2, nội dung khá nhiều.","Thi giữa kỳ Giải tích 2, nội dung khá nhiều","ThiCuoiKy","5","1","high","","submission"
"mượn 200k mai trả dc ko đg kẹt qá","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"báo cáo Lập trình làm thuyết trình ez 👍","Ôn tập","OnTap","2","0","low","","none"
"t quiz anh văn vl ⏰","Quiz","KiemTraThuongXuyen","2","1","medium","hôm nay","relative"
"ai làm xong assignment Lập trình chưa cho t copy tẹo =)) 🔥","Bài tập","BaiTap","3","1","low","","submission"
"pop quiz Toan dễ yn aiểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"chuẩn bị thi final Triết roi lo qua","Thi final Triết roi lo qua","ThiCuoiKy","5","1","high","","submission"
"15p tin học tuan sau :)) 😵‍💫","Kiểm tra 15 phút","KiemTraThuongXuyen","3","1","medium","chiều nay","relative"
"ôn chương 3 giải tích","Ôn tập","OnTap","2","0","low","","none"
"ai tóm tắt dùm t cái mindmap sinh học với","Ôn tập","OnTap","3","0","low","","none"
"cuối tuần phải review lại Kỹ nyng mềm cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"chú ý lịch học bù Toán tuần sau ak","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"project mon Kỹ nyng mềm aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"Bài tập lớn môn Triết học Mác - Lênin khá nặng, mình đang chia nhỏ công việc để làm dần.","Bài tập","BaiTap","3","1","low","","submission"
"alo ai biet nha xe d de o khu vuc nao ko m","Nhắc nhở","NhacNho","3","0","low","","none"
"project môn Kỹ năng mềm đang trễ tiến độ 😭","Làm project","BaiTap","4","1","low","","submission"
"cuối tuần phải review lại Kỹ năng mềm cho kỹ 🔥","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"tuần thi củ chuối này t thức tới 3h sag liên tục 2 ngày r mắt thâm quần ln","Thi củ chuối này t thức tới 3h sag liên tục ","ThiCuoiKy","3","1","high","","submission"
"Ai có đề cương thi cuối kỳ môn Cơ sở dữ liệu cho mình xin tham khảo.","Thi cuối kỳ môn Cơ sở dữ liệu cho mình xin t","ThiCuoiKy","3","1","high","","submission"
"Deadline bài essay là mai rồi, mà mình vẫn chưa viết xong 😓","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"mô phật cho con thi qua môn này 10d k cần thiết","Thi ết","ThiCuoiKy","3","1","high","","submission"
"báo cáo Lập trình làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"bài tập Kỹ năng mềm về nhà tuần này dài ngoằng vkl","Bài tập","BaiTap","4","1","low","","submission"
"hôm bữa cô dặn ôn bài gì để ktra v tụi m","Kiểm tra v tụi m","KiemTraThuongXuyen","3","1","high","","submission"
"bài tập Lập trình về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"Cô Hương nhắc cả lớp bài kiểm tra giữa kỳ môn Kế toán tài chính vào thứ 2 tuần 10.","Kiểm tra giữa kỳ môn Kế toán tài chính vào thứ 2 ","KiemTraThuongXuyen","3","1","high","thứ 2","weekday"
"cứu bé bài toán này với 🆘","Nhắc nhở","NhacNho","3","0","low","","none"
"Báo cáo Cơ học kỹ thuật phải nộp trong tuần này, mình đang viết phần nhận xét.","Nhắc nhở","NhacNho","3","0","low","","none"
"bài này khó quá 😐","Nhắc nhở","NhacNho","5","0","low","","none"
"ôn de cương vcl 🤯","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"Ai có đề cương thi cuối kỳ môn Lập trình C cho mình xin tham khảo.","Thi cuối kỳ môn Lập trình C cho mình xin tha","ThiCuoiKy","3","1","high","","submission"
"mai kiểm tra roi mak t chua kip in de nua m co du de ko","Kiểm tra roi mak t chua kip in de nua m co du de ","KiemTraThuongXuyen","3","1","high","mai","relative"
"m thi hóa 😭 😵‍💫","Thi","ThiCuoiKy","4","1","medium","cuối tuần","relative"
"lịch thi ra rồi haha 🤯","Thi","ThiCuoiKy","4","1","high","thứ 2","weekday"
"Môn Động lực học thi cuối kỳ khá khó, cần ôn theo từng chương.","Thi cuối kỳ khá khó, cần ôn theo từng chương","ThiCuoiKy","5","1","high","","submission"
"t thấy idea của thg a k khả thi cho prj mk đổi đề tài đ k","Thi cho prj mk đổi đề tài đ k","ThiCuoiKy","3","1","high","","submission"
"nho mua cho tao to xoi trc khi vao lop nhe","Nhắc nhở","NhacNho","3","0","low","","none"
"chuẩn bị thi final Mạng máy tính rôi lo quá","Thi final Mạng máy tính rôi lo quá","ThiCuoiKy","4","1","high","","submission"
"bài tập giải tích mk ko hiểu đề gì luôn, nộp t3","Bài tập","BaiTap","3","1","high","t3","weekday"
"t ôn đề cương","Ôn tập","OnTap","3","1","medium","","none"
"Đợt thi giữa kỳ môn Vật lý 2 khó hơn mình dự kiến, phải tập trung hơn.","Thi giữa kỳ môn Vật lý 2 khó hơn mình dự kiế","ThiCuoiKy","5","1","high","","submission"
"team mình lịch thi ra rồi","Thi","ThiCuoiKy","3","1","medium","cuối tuần","relative"
"quiz anh văn kk 🤯","Quiz","KiemTraThuongXuyen","3","1","high","mai","relative"
"Thầy ra bài tập phần hàm số mũ và logarit môn Toán B1, hạn nộp thứ 3.","Bài tập","BaiTap","3","1","high","thứ 3","weekday"
"bọn mình lịch thi ra rồi 😭 💀","Thi","ThiCuoiKy","3","1","high","mai","relative"
"Nhóm mình còn nợ phần kết quả thực nghiệm báo cáo đồ án, nộp thứ 6 tuần tới nha.","Làm project","BaiTap","4","1","high","thứ 6","weekday"
"m chuẩn bị final 🥲 🧠","Thi cuối kỳ","ThiCuoiKy","5","1","high","tháng sau","relative"
"Bài discussion forum tuần này mình làm gì vậy ạ?","Nhắc nhở","NhacNho","3","0","low","","none"
"Kiểm tra 1 tiết môn Địa lý kinh tế thứ 3 tuần này, ôn từ chương 1 đến chương 4.","Kiểm tra 1 tiết môn Địa lý kinh tế thứ 3 tuần này","KiemTraThuongXuyen","3","1","high","thứ 3","weekday"
"bài tập Lý về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"bao cao Lu lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"Thi cuối kỳ môn Cấu trúc dữ liệu và giải thuật ngày 18/12, ôn phần cây và đồ thị kỹ.","Thi cuối kỳ môn Cấu trúc dữ liệu và giải thu","ThiCuoiKy","3","1","high","","submission"
"anh giải đề c++ lụi 📝","Giải đề","OnTap","2","1","medium","tuần sau","relative"
"chuẩn bị thi final Kỹ nyng mềm roi lo qua","Thi final Kỹ nyng mềm roi lo qua","ThiCuoiKy","5","1","high","","submission"
"hôm nay ôn tập Lý nhé mọi người zz","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"chj ơi e nộp bài muộn đc k ạ","Nhắc nhở","NhacNho","3","0","low","","none"
"chuẩn bị final lụi 🤯","Thi cuối kỳ","ThiCuoiKy","4","1","high","cuối tuần","relative"
"Mình cần ôn gấp cho bài thi giữa kỳ Kỹ thuật điện, nội dung khá nhiều.","Thi giữa kỳ Kỹ thuật điện, nội dung khá nhiề","ThiCuoiKy","5","1","high","","submission"
"Bài tập môn Lập trình Prolog có vài câu khó, mình đang đối chiếu tài liệu.","Bài tập","BaiTap","5","1","low","","submission"
"bài tập Mạng máy tính về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"chj ơi e k hiểu bài quiz tuần này 😐","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"ôn de cương","Ôn tập","OnTap","3","1","medium","tối nay","relative"
"Thi giữa kỳ môn Toán rời rạc sắp diễn ra, mình đang ôn theo đề cương.","Thi giữa kỳ môn Toán rời rạc sắp diễn ra, mì","ThiCuoiKy","4","1","high","","submission"
"Thầy yêu cầu nộp báo cáo thực hành môn Vẽ kỹ thuật bằng AutoCAD trước 8h thứ 5.","Nhắc nhở","NhacNho","3","1","high","thứ 5","weekday"
"báo cáo Kỹ năng mềm làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"nhớ mang theo laptop thực hành Cơ sở dữ liệu nha","Nhắc nhở","NhacNho","2","0","low","","none"
"Bai tap này khó quá, có ai làm xong chưa?","Nhắc nhở","NhacNho","5","0","low","","none"
"pop quiz Triết dễ ăn điểm lắm 😭","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"deadline ôn thi cuối kỳ Lý đang tới gần ak","Thi cuối kỳ Lý đang tới gần ak","ThiCuoiKy","4","1","high","","submission"
"mai kt 1 tiết Hóa sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"hôm nay ôn tập Kỹ năng mềm nhé mọi người zz","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"đừng quên nộp lệ phí học Hóa ae ơi 😂","Nhắc nhở","NhacNho","1","0","low","","none"
"Bài presentation nhóm mình làm đến đâu rồi, có cần thêm gì không?","Nhắc nhở","NhacNho","3","0","low","","none"
"mày nộp bài chưa tao copy past nha lẹ lẹ ông kia check h","Nhắc nhở","NhacNho","3","0","low","","none"
"chú ý lịch học bù Cơ sở dữ liệu tuần sau 🔥","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"Kiểm tra 15 phút môn Cơ học kỹ thuật đầu giờ thứ 5, ôn phần tĩnh học cân bằng.","Kiểm tra 15 phút môn Cơ học kỹ thuật đầu giờ thứ ","KiemTraThuongXuyen","3","1","high","thứ 5","weekday"
"báo cáo Toán làm thuyết trình ez ak","Ôn tập","OnTap","2","0","low","","none"
"mai kt 1 tiết Toán sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"thầy bảo mai có pop quiz đấy ae cẩn thận","Kiểm tra","KiemTraThuongXuyen","3","1","high","mai","relative"
"cuối tuần phải review lại Lý cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"tuan sau test midterm kinh te vi mo do nhe","Kiểm tra","KiemTraThuongXuyen","3","1","medium","tuan sau","relative"
"thi final mà t ngồi gãi đít từ đầu h tới cúi h","Thi final mà t ngồi gãi đít từ đầu h tới cúi","ThiCuoiKy","3","1","high","","submission"
"ai lom xong assignment Lu chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"đừng quên nộp lệ phí học Lý ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"co cho xe k tao wa ru ruoc roi di hoc chung","Nhắc nhở","NhacNho","3","0","low","","none"
"gấp gấp ai làm xong bt lập trình chưa","Nhắc nhở","NhacNho","5","0","low","","none"
"ktra 1 tiết toán gấp 📝","Kiểm tra 1 tiết","KiemTraThuongXuyen","2","1","medium","mai","relative"
"Bài tập về nhà môn Phân tích mạch điện cần hoàn thành sớm để kịp hạn nộp.","Bài tập","BaiTap","3","1","high","","submission"
"team mình tóm tắt bài giảng","Ôn tập","OnTap","2","0","low","","none"
"học bù phần mạng máy tính","Ôn tập","OnTap","2","0","low","","none"
"Bài tập phần lập trình socket môn Lập trình mạng nộp thứ 4, làm cả client và server.","Bài tập","BaiTap","3","1","high","thứ 4","weekday"
"t mai test anh văn vl 😵‍💫","Test","KiemTraThuongXuyen","2","1","high","tuần sau","relative"
"Nhóm mình bảo vệ đồ án môn Hệ thống nhúng vào thứ 6 tuần 16, demo phần cứng trực tiếp.","Làm project","BaiTap","4","1","medium","thứ 6","weekday"
"project môn Lý đang trễ tiến độ zz","Làm project","BaiTap","4","1","low","","submission"
"tới công chiện gòi cô bắt viết tay 5 trang","Ôn tập","OnTap","3","0","low","","none"
"học trc quên sau não cá vàng vl","Nhắc nhở","NhacNho","3","0","low","","none"
"thu 6 ktra speaking 1-1 t xo qus m oi","Kiểm tra speaking 1-1 t xo qus m oi","KiemTraThuongXuyen","3","1","high","","submission"
"Thứ 6 tuần sau kiểm tra 1 tiết Anh nha, khá khó.","Kiểm tra 1 tiết Anh nha, khá khó","KiemTraThuongXuyen","3","1","high","thứ 6","weekday"
"ôn Lý sương sương thôi ak","Ôn tập","OnTap","2","0","low","","none"
"mai nộp pj r mà đéo có idea j","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"kiểm tra nhanh cuối buổi","Kiểm tra","KiemTraThuongXuyen","3","1","medium","chiều nay","relative"
"tao thi qua môn là được x100 ✨","Thi","ThiCuoiKy","4","1","medium","cuối tuần","relative"
"deadline ôn thi cuối kỳ Hóa đang tới gần","Thi cuối kỳ Hóa đang tới gần","ThiCuoiKy","4","1","high","","submission"
"bai ktra cua mng nay ok k mk làm sai cmn câu cúi huhu","Kiểm tra cua mng nay ok k mk làm sai cmn câu cúi ","KiemTraThuongXuyen","3","1","high","nay","relative"
"nhóm mình làm xong chưa 😐","Nhắc nhở","NhacNho","3","0","low","","none"
"em mai thi hóa","Thi","ThiCuoiKy","4","1","high","tháng sau","relative"
"Em chưa hiểu bài quiz tuần này, có ai giải thích giúp em không, em hỏi nhiều lần rồi","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"tao ktra 1 tiết toán","Kiểm tra 1 tiết","KiemTraThuongXuyen","2","1","medium","thứ 3","weekday"
"Tuần này có bài kiểm tra môn Lịch sử Đảng, mình đang ôn lại nội dung chính.","Kiểm tra môn Lịch sử Đảng, mình đang ôn lại nội d","KiemTraThuongXuyen","3","1","high","","submission"
"ngồi cày lại Mạng máy tính mệt vl 😭 👍","Nhắc nhở","NhacNho","5","0","low","","none"
"Mày có xem phim gì hay không, tao rảnh quá.","Nhắc nhở","NhacNho","3","0","low","","none"
"ôi trời kiểm tra 1 tiết mà học hok vô gì hết, chắc chớt rồi","Kiểm tra 1 tiết mà học hok vô gì hết, chắc chớt r","KiemTraThuongXuyen","3","1","high","","submission"
"deadline ôn thi cuối kỳ Toán đang tới gần 🔥","Thi cuối kỳ Toán đang tới gần 🔥","ThiCuoiKy","4","1","high","","submission"
"nay làm bài tập dc có 5 điểm trầm cảm cmnl","Bài tập","BaiTap","3","1","high","nay","relative"
"em ktra 1 tiết toán gấp ✨","Kiểm tra 1 tiết","KiemTraThuongXuyen","4","1","medium","thứ 3","weekday"
"deadline ôn thi cuối kỳ Kỹ năng mềm đang tới gần 🔥","Thi cuối kỳ Kỹ năng mềm đang tới gần 🔥","ThiCuoiKy","4","1","high","","submission"
"mng đ qên hnay p rep mail của sếp nhé","Nhắc nhở","NhacNho","3","1","low","nay","relative"
"Thầy dạy chán quá","Nhắc nhở","NhacNho","3","0","low","","none"
"hôm nay ôn tập Lý nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"m test anh văn","Test","KiemTraThuongXuyen","4","1","high","hôm nay","relative"
"Deadline đồ án Kỹ thuật phần mềm đã gần, mình cần hoàn thiện phần demo.","Làm project","BaiTap","4","1","high","","submission"
"chú ý lịch học bù Triết tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"ngồi cày lại Cơ sở dữ liệu mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"pop quiz môn sinh chiều nay","Quiz","KiemTraThuongXuyen","3","1","medium","chiều nay","relative"
"Thầy cô nhắc nộp bài tập nhóm Tâm lý khách hàng, mình đang tổng hợp nội dung.","Bài tập","BaiTap","3","1","high","","submission"
"Mình chưa xong bài tập Lập trình SQL, tối nay phải làm dứt điểm.","Bài tập","BaiTap","3","1","high","tối nay","relative"
"Bài tập môn Kiến trúc máy tính có vài câu khó, mình đang đối chiếu tài liệu.","Bài tập","BaiTap","5","1","low","","submission"
"Bài tập lập trình Python chương 7 nộp thứ 6, làm phần xử lý chuỗi.","Bài tập","BaiTap","3","1","high","thứ 6","weekday"
"Deadline bài tập lớn môn Kỹ thuật phần mềm sắp tới, mình đang hoàn thiện phần cuối.","Bài tập","BaiTap","3","1","high","","submission"
"mk chia tien in an pj ntn ae","Nhắc nhở","NhacNho","3","0","low","","none"
"chuẩn bị thi môn mạng máy tính thấy bảo rớt nhiều lắm","Thi môn mạng máy tính thấy bảo rớt nhiều lắm","ThiCuoiKy","4","1","high","","submission"
"ai làm xong assignment Triết chưa cho t copy tẹo =)) 😂","Bài tập","BaiTap","3","1","low","","submission"
"project môn Lý đang trễ tiến độ hz","Làm project","BaiTap","4","1","low","","submission"
"nay lm bt vui vẻ vl d bị lỗi hnao 😍","Nhắc nhở","NhacNho","3","1","high","nay","relative"
"báo cáo Lập trình làm thuyết trình ez vkl","Ôn tập","OnTap","2","0","low","","none"
"xong môn này ăn nhậu xõa nha ae","Nhắc nhở","NhacNho","3","0","low","","none"
"tốn bao tiền vào cf học m k vào đc chữ nào","Nhắc nhở","NhacNho","3","0","low","","none"
"bọn mình thi giữa kỳ triết 🥲 ⏰","Thi","ThiCuoiKy","5","1","medium","tháng sau","relative"
"ôn Mạng máy tính sương sương thôi","Ôn tập","OnTap","2","0","low","","none"
"Đợt thi giữa kỳ môn Nguyên lý kế toán khó hơn mình dự kiến, phải tập trung hơn.","Thi giữa kỳ môn Nguyên lý kế toán khó hơn mì","ThiCuoiKy","4","1","high","","submission"
"bọn mình tóm tắt bài giảng chill 🔥","Ôn tập","OnTap","1","0","low","","none"
"Deadline đồ án Lập trình mobile đã gần, mình cần hoàn thiện phần demo.","Làm project","BaiTap","4","1","high","","submission"
"Deadline bài tập lớn môn Triết học Mác - Lênin sắp tới, mình đang hoàn thiện phần cuối.","Bài tập","BaiTap","3","1","high","","submission"
"pop quiz Lập trình dễ ăn điểm lắm 🔥","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"th 3 ktra 15p sử","Kiểm tra 15 phút","KiemTraThuongXuyen","4","1","high","hôm nay","relative"
"Đồ án môn Kỹ thuật phần mềm nộp cuối học kỳ, bảo vệ dự kiến tuần 17.","Làm project","BaiTap","4","1","high","","submission"
"Nhóm mình cần nộp bài tập môn Kế toán tài chính trong tuần này.","Bài tập","BaiTap","3","1","high","","submission"
"Mình cần ôn gấp cho bài thi giữa kỳ Tài chính doanh nghiệp, nội dung khá nhiều.","Thi giữa kỳ Tài chính doanh nghiệp, nội dung","ThiCuoiKy","5","1","high","","submission"
"ai lom xong assignment Mạng may tinh chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"ôn Lý sương sương thôi vkl","Ôn tập","OnTap","2","0","low","","none"
"báo cáo Hóa làm thuyết trình ez vkl","Ôn tập","OnTap","2","0","low","","none"
"Cuộc sống sinh viên sao khổ quá, chán chường vcl.","Nhắc nhở","NhacNho","3","0","low","","none"
"mng oi phan t lam t gui link drive r dzo ktra xem ok chua","Kiểm tra xem ok chua","KiemTraThuongXuyen","3","1","high","","submission"
"cuối tuần phải review lại Cơ sở dữ liệu cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"Đồ án môn Trí tuệ nhân tạo yêu cầu cả báo cáo và source, mình đang soạn lại tài liệu.","Làm project","BaiTap","4","1","low","","submission"
"báo cáo Mạng máy tính làm thuyết trình ez 😂","Ôn tập","OnTap","2","0","low","","none"
"sếp bảo mai nộp plan cho project mới á ae","Làm project","BaiTap","4","1","high","mai","relative"
"mai kt 1 tiết Triết sợ toang hz","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"btl marketing nhóm 5 mai nộp ai chưa làm mau lên","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"Đồ án môn Mạng no-ron nhân tạo yêu cầu cả báo cáo và source, mình đang soạn lại tài liệu.","Làm project","BaiTap","4","1","low","","submission"
"Chị ơi, em chưa hiểu bài quiz","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"ô n thi đợt này :)) 😵‍💫","Thi","ThiCuoiKy","3","1","high","thứ 2","weekday"
"bài tập chương 4 giải tích mk ko hiểu gì hết, nộp t4 mà","Bài tập","BaiTap","3","1","high","t4","weekday"
"cày đề toán tối nay 🥲 📝","Ôn tập","OnTap","3","1","medium","tối nay","relative"
"deadline ôn thi cuối kỳ Triết đang tới gần","Thi cuối kỳ Triết đang tới gần","ThiCuoiKy","4","1","high","","submission"
"ai làm xong assignment Mạng máy tính chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"pop quiz Mạng máy tính dễ ăn điểm lắm 🔥","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"lịch exam ra rồi 🥲 🧠","Thi","ThiCuoiKy","5","1","high","cuối tuần","relative"
"chú ý lịch học bù Mạng máy tính tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"Ai có đề cương thi cuối kỳ môn Máy điện cho mình xin tham khảo.","Thi cuối kỳ môn Máy điện cho mình xin tham k","ThiCuoiKy","3","1","high","","submission"
"Nhóm tụi mình làm báo cáo môn Xã hội học, phần khảo sát phải có ít nhất 50 mẫu.","Nhắc nhở","NhacNho","3","0","low","","none"
"báo cáo Cơ sở dữ liệu làm thuyết trình ez hz","Ôn tập","OnTap","2","0","low","","none"
"nhóm bạn hùng hqua present dc cô khen qá chừng mik p cố lên","Ôn tập","OnTap","3","0","low","","none"
"Bài tập về nhà môn Kiến trúc máy tính cần hoàn thành sớm để kịp hạn nộp.","Bài tập","BaiTap","3","1","high","","submission"
"exam mô chill 📝","Thi cuối kỳ","ThiCuoiKy","5","1","medium","mai","relative"
"cuối tuần tao qua nhà m review lại bài nhe","Review bài","OnTap","3","1","medium","cuối tuần","relative"
"deadline assignment 2 là tối thứ 6 nha mn","Bài tập","BaiTap","3","1","high","thứ 6","weekday"
"bài tiểu luận mình viết đc 300 chữ mà còn 1200 chữ nữa, mai nộp khóc thôi","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"Mình phải nộp bài tập lớn Giải tích trong tuần này, ai rảnh review giúp mình không?","Bài tập","BaiTap","3","1","high","","submission"
"tao lo phần design ui ux nha","Nhắc nhở","NhacNho","3","0","low","","none"
"Ê chiều nay đi đá bóng nha","Nhắc nhở","NhacNho","3","1","high","nay","relative"
"nhớ mang theo laptop thực honh Triết nha","Nhắc nhở","NhacNho","2","0","low","","none"
"aừng quen nộp lệ phi học Mạng may tinh ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"bài này làm gì vậy ạ?","Nhắc nhở","NhacNho","3","0","low","","none"
"ủa thứ 2 có fải nộp bài k mng","Nhắc nhở","NhacNho","3","1","high","thứ 2","weekday"
"ai làm xong assignment Hóa chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"Môn Giải phẫu học thi cuối kỳ khá khó, cần ôn theo từng chương.","Thi cuối kỳ khá khó, cần ôn theo từng chương","ThiCuoiKy","5","1","high","","submission"
"mai mang thẻ sv đi ms dc vô phg thi nha tml tao nhắc r đấy","Thi nha tml tao nhắc r đấy","ThiCuoiKy","3","1","high","mai","relative"
"Bài tập lớn môn Mạng máy tính khá nặng, mình đang chia nhỏ công việc để làm dần.","Bài tập","BaiTap","3","1","low","","submission"
"toi nay thuc khuya lam not cai report","Làm report","BaiTap","3","1","high","nay","relative"
"Deadline bài tập lớn môn Luật kinh tế sắp tới, mình đang hoàn thiện phần cuối.","Bài tập","BaiTap","3","1","high","","submission"
"Môn Sinh lý học thi cuối kỳ khá khó, cần ôn theo từng chương.","Thi cuối kỳ khá khó, cần ôn theo từng chương","ThiCuoiKy","5","1","high","","submission"
"ai làm đồ án chưa, nhóm mình chưa bắt đầu gì luôn mà hạn tuần sau rồi","Làm project","BaiTap","4","1","medium","tuần sau","relative"
"project môn Cơ sở dữ liệu đang trễ tiến độ 😭","Làm project","BaiTap","4","1","low","","submission"
"Tuần này có bài kiểm tra môn An toàn thông tin, mình đang ôn lại nội dung chính.","Kiểm tra môn An toàn thông tin, mình đang ôn lại ","KiemTraThuongXuyen","3","1","high","","submission"
"ôi trời ơi nộp bài rồi mà thầy bảo sai định dạng, làm lại từ đầu không khóc được","Nhắc nhở","NhacNho","5","0","low","","none"
"bài tập Kỹ năng mềm về nhà tuần này dài ngoằng 😂","Bài tập","BaiTap","4","1","low","","submission"
"Bài tập thực hành môn Vi điều khiển tuần này lập trình LED nhấp nháy, nộp file code thứ 4.","Bài tập","BaiTap","3","1","high","thứ 4","weekday"
"đụ má rớt môn chắc luôm r thi gì khó như quỷ","Thi gì khó như quỷ","ThiCuoiKy","5","1","high","","submission"
"Cô nhắc làm tiểu luận môn Văn học nộp trước ngày 20 tháng này nha.","Nhắc nhở","NhacNho","3","0","low","","none"
"chu u lịch học bo Lập trenh tuần sau","Nhắc nhở","NhacNho","2","1","medium","tuần sau","relative"
"tháng sau là final exam r ae tập trung nha","Kiểm tra","ThiCuoiKy","3","1","low","","submission"
"Thi lại môn Toán rời rạc đợt này phải ôn kỹ phần logic và lý thuyết đồ thị.","Thi lại môn Toán rời rạc đợt này phải ôn kỹ ","ThiCuoiKy","4","1","high","","submission"
"thi c cuối tuần","Thi","ThiCuoiKy","4","1","medium","thứ 2","weekday"
